Consumption of Alcohol,P_MHD,DAUD,PDD,PAD,PADHD,DMSUD,PBD,ghs,media integrity,military expenditure,HDI,Adjusted net national income per capita,Current health expenditure,Current health expenditure per capita,Out-of-pocket expenditure,Unemployment,School enrollment primary,School enrollment secondary,School enrollment tertiary,LFE,rate-total
1.04,346634.3072,0.3683023947209128,100132.939164,121879.868698,35699.853256999995,0.0003668534765488682,24612.8774523,,0.16699999999999998,,0.847,58398.77826,3.18802047,1822.369995,9.74462891,0.150000006,103.0326385,,15.64276028,80.1,3.910888852
6.81,54048.35636000001,0.5687550992269871,13948.9710051,20717.0761897,3377.5166282359996,0.013957479964889512,3850.43721825,0.107,,0.006840000000000001,0.785,..,,,,6.717000007999999,107.0587463,87.29165649,23.73189926,78.3,0.767448545
6.69,3792521.337,0.23091765209138204,741042.178097,907534.999047,408715.505821,0.000661144715445683,259973.478221,0.229,0.6559999999999999,0.0445,0.643,1987.670722,,,,11.81000042,118.56033329999998,68.84364319,17.91041946,72.3,1.122905019
3.01,188443.6137,2.2932323481754695,36991.475619,38631.658205,23485.3808561,0.0002818992034390585,7560.89886565,0.0414,0.604,,0.413,371.2065361,6.95112944,41.70643997,36.78824615,2.405999899,,,,54.7,0.674876928
2.85,277696.015,3.1054747327406718,88966.84611469998,63288.89906769999,29745.88625305,0.0012799699301799144,10900.9731805,0.11,0.575,0.0208,0.441,1015.223961,6.76945686,65.21094513,24.65950012,28.5510006,125.2277679,43.2737999,,44.5,1.38120323
2.05,242122.2361,2.9927294651333733,62828.03051,51835.8375147,26388.01636258,0.005354714131108447,13011.954297,0.107,0.7879999999999999,0.0162,0.5529999999999999,297.8222105,,,,6.111000061,87.4181366,62.6953392,14.35776043,60.5,2.287293126
0.88,4308864.19,2.4107348919298413,897849.385588,1114400.85713,567950.319117,0.0008565267294601358,188475.314501,0.0806,0.757,0.0169,0.484,337.0868276,5.31436777,30.47352028,44.95913696,2.8150000569999998,99.34629059,46.99057007,2.933209896,56.9,0.7237356620000001
3.03,2395530.47,2.1397045483172303,717076.509784,688059.5276680001,116164.6606285,0.00022089670580096349,117852.055404,,0.5329999999999999,0.0268,0.7559999999999999,1943.30675,3.71693707,118.97396850000001,51.22101974,4.118000031,99.52458954,98.97299194,15.21977043,75.9,3.803471033
,189717.7877,12.263049813414884,76087.7372511,45531.30642,13553.16485895,0.0753284348987191,10933.2716085,,0.8490000000000001,,0.725,..,,,,1.468000054,92.24201965,102.0963974,24.35972977,69.5,2.5354925440000002
6.54,492574.8156,2.08048023165275,116501.595052,201049.798867,47380.2958276,0.0022318706439662128,25080.4184518,0.139,0.862,0.0187,0.767,5512.884233,8.82686996,802.4571533,21.29285431,8.026000023,114.4937134,87.76004028,50.93381119,76.1,1.978017074
4.28,4656337.14,0.24086325415177914,985723.873133,1141903.45114,490651.12338500004,0.000252321750771026,348577.953208,,0.73,0.0308,0.735,4103.00073,6.78076839,497.3807068,15.31575489,10.11100006,117.66947169999999,99.15142822,43.03231049,78.9,1.313381113
3.85,347004.7041,2.2111221388474207,70757.4648479,72552.60491349999,43749.1005066,0.00016108626155372392,14708.7730972,0.106,0.452,,0.361,..,,,,2.288000107,98.16748047,32.13116837,8.423629761,53.2,0.496484871
3.85,18956.7047,0.6065641266041952,4621.64707951,5416.77281621,1836.34119945,0.0032338229471935947,736.940011812,0.203,,,0.679,2063.255354,4.87175083,153.5153656,13.07624245,5.104000092,107.87837979999999,83.82845306,,72.4,1.8355172240000002
,248016.6336,4.673146913518488,74643.4915124,70808.0234614,17889.77329676,0.001759777178031479,14996.1892271,,0.7879999999999999,0.0182,0.759,..,,,,8.510000229,93.71949005,88.30168152,27.116020199999998,73.6,3.604539173
0.42,654285.0636,0.2960824431617758,140573.496825,193540.699835,53701.1174649,0.00045762112066253136,34728.073033199995,,0.183,0.109,0.8270000000000001,10568.19415,4.3044014000000015,695.1911621,5.73641682,3.6319999689999998,108.30457309999998,103.2984238,39.23263931,76.4,1.235434291
4.81,703363.3875,2.6389341117861345,128689.038343,288282.94888000004,77446.8095242,0.008798550678236016,52785.1010625,0.141,0.59,0.00971,0.6579999999999999,1260.438679,4.19174957,54.52845001,50.14151382,9.392999649,116.5694733,67.27288818,26.17758942,74.9,1.14593016
,238935.3024,10.513961659841119,89364.6643773,62289.6901185,15071.75212058,0.0030739729482853195,14790.5995956,,0.809,0.00937,0.8340000000000001,10444.12093,5.39593935,807.1300049,38.47148514,11.86699963,100.3862686,114.7768097,69.07659912,74.2,1.6133861859999998
,8824.140103,4.275993035902909,1795.80433904,3107.7856084000005,1506.349054966,0.0011770604929025384,602.943490905,0.107,,,0.711,4480.721668,4.78092194,263.91165159999997,39.92842484,,90.79055023,98.49783325,,74.1,0.521728479
,7030280.132,0.8351451342921535,1732803.85037,1351139.90895,485635.763994,9.168496996631584e-05,351310.122761,,0.21,0.0265,0.517,116.6356186,,,,1.917999983,112.3967285,,2.187060118,69.9,1.2796047320000001
6.98,14870114.68,0.3758279225862833,4308931.68713,4366683.12648,550019.566346,0.043367665945811394,897390.9410959998,0.184,0.7909999999999999,0.00984,0.88,28275.06491,9.0582962,3686.154297,15.15913296,5.099999905,,,,83.1,2.807232303
3.52,280449.5848,2.5237359461237983,59444.93167799999,70409.4038055,33106.8256948,0.0012649771484781686,12461.2149899,,0.696,0.0317,0.612,4475.63948,9.26402569,550.4981079,10.9112587,16.77099991,118.88320159999998,,,62.6,1.201461391
0.46,1103631.38,1.2808641024351413,194233.737953,227653.270108,138377.8765778,0.0001831770049946933,45093.62192190001,,0.708,0.0144,0.256,301.4376209,,,,3.2950000760000004,36.55533981,9.57365036,,50.8,0.246238672
3.59,1583208.405,2.013065234359176,464548.851713,517818.620836,235231.73273000002,0.004268708875362189,107502.462287,0.0802,0.134,,0.654,1832.156011,,,,8.270000458,100.8718185,75.55301666,13.5776701,75.1,2.9082065260000003
3.02,156579.438,2.4621733728478987,29882.8505763,31715.658140900014,19671.70459273,0.000277282459023309,6099.30752702,0.0225,0.589,0.0263,,144.8225818,,,,2.680000067,75.61673737,18.08779907,,52.0,0.564010561
1.59,510535.993,2.1059625415181498,101876.670065,108225.479333,67241.551448,0.00025684693619289515,21368.506307,0.0848,0.403,0.02,0.41,254.7619922,,,,4.429999828,105.03975679999999,22.12516975,2.9137299060000004,57.4,0.62671095
4.67,328205.8618,0.4383001458424661,69475.5277274,98062.8268602,24052.67529439001,0.001415020466390571,20843.0017345,,0.546,0.011,0.7879999999999999,3774.663967,4.91601992,202.0133209,41.76557541,15.22000027,105.5538635,95.71499634,58.3818512,78.1,0.767178118
0.26,2582665.009,0.5564908769352908,651332.057777,917854.131621,137426.3588762,0.00047866256693511775,123342.741445,0.0013,0.205,,0.575,..,,,,9.031999588,85.11518097,39.00484085,,65.4,1.157602645
6.88,1355964.255,3.886547084877245,435826.391587,465650.746876,68131.2821258,0.002812263639222817,93341.6340196,0.13699999999999998,0.91,0.016,0.9079999999999999,22666.45247,8.31443501,3109.148682,15.85337067,5.554999828,107.28478999999999,137.0249329,81.41976166,80.3,1.4953619619999998
,289447.9682,13.753455129041347,108180.835799,74311.6037772,21061.85366743,0.0028445456756007823,17613.3353335,0.0868,0.8109999999999999,0.00882,0.728,1996.643531,,,,14.21100044,101.69978329999999,90.06597137,56.24380112,70.7,2.566528376
,8679901.742,2.9464837969264788,2718891.23073,2815728.27694,464277.493889,0.023207215942238003,666368.025247,0.152,0.852,0.0226,0.8959999999999999,38315.21547,9.16623402,4351.276855,13.01258469,5.614999771,105.0618896,98.33966064,56.64390945,79.8,0.9680413440000001
,42979125.16,2.469127645186559,13109759.095,19065415.7384,2964751.052982,0.011337936519679416,1768505.27053,0.171,0.805,0.0311,0.8809999999999999,28295.38428,,,,3.992000103,100.72995759999999,94.04963684,67.8024292,76.9,1.448299676
,5256578.097,2.200328966797016,1114754.21265,1338157.07932,659281.4989550001,0.0004536772926299833,220119.063273,0.129,0.63,0.0076799999999999985,0.479,487.6003217,5.06306362,34.07072067,34.64831543,2.5,106.6627808,,,60.0,0.518337113
,337625.2802,4.1364830717017185,83720.7793111,85032.35828110001,34095.8081324,0.0045099596286159475,23485.6235533,0.0844,0.5720000000000001,0.0328,0.614,..,,,,9.300000191,93.27529907,93.33640289,16.93857002,70.3,0.5435232729999999
2.89,163950579.5,1.0705128530474879,45864248.5037,43603813.4382,19022984.399720002,0.0011179188972089249,4433311.24325,0.0968,0.282,0.021,0.622,866.2516297,4.38032389,55.651084899999994,60.71776581,4.581999778999999,,62.14112854,15.45267963,73.4,1.7857559369999998
3.31,344750.1064,0.4194245303325391,67067.1016268,122720.858896,62284.51520140001,0.0009734119363515504,25053.6380535,0.0554,0.789,0.006520000000000001,0.71,3515.298154,5.32057667,246.01036069999998,31.1552906,9.744999886,,92.33161163,,76.4,0.45381648799999996
1.29,1720334.261,2.2450937671761158,368245.530703,429154.678006,215750.2691964,0.00030315098014037915,71550.22119730001,0.105,0.7040000000000001,0.0124,,243.5435022,,,,5.78000021,86.07929229999998,,2.200870037,57.4,0.723841022
5.68,116835.4516,4.0037848578484665,25443.2795732,28713.1880352,15008.43814786,0.0011267990827346567,4712.47690503,0.12,0.275,0.0165,0.519,1339.61107,,,,22.09900093,102.4369583,45.83538055,6.0871400829999995,57.2,1.487855736
0.19,206689.4389,3.8915085584737636,45060.4095058,52235.1719695,25986.36617965,0.0009311077891846136,9008.76684743,0.128,0.716,0.019,0.5710000000000001,2078.207813,,,,22.7329998,119.2038116,54.672161100000004,,58.9,1.420602964
5.99,54937.95808,0.5711119487886529,14271.4016699,21093.9276195,3377.814607435,0.013916534597255606,3926.7040742,0.118,,0.006670000000000001,0.7929999999999999,..,7.03746319,685.9840088,29.66666603,7.1069998739999996,106.4106598,89.8692627,25.35268974,78.7,0.7461539779999999
1.89,245941.8221,3.5101939757801097,52585.7253067,62562.1127064,30647.95697482,0.0013528565978080493,10873.0494566,0.107,0.733,0.0253,0.544,1639.305398,10.34174252,358.1589356,7.12556314,22.09000015,113.60325619999999,63.14588928,,52.4,1.1021073890000002
3.13,1063366.932,3.4057339102134736,209820.664292,261194.702961,133559.8277355,0.000817953062948078,41777.6299708,,0.583,0.0172,0.418,268.6313684,,,,18.18600082,86.0030365,19.93312073,,46.8,0.558450277
4.13,4445817.797,0.2383224212606022,932156.396773,1101726.28923,458371.95584799995,0.0002315752657005084,305867.959727,0.198,0.613,0.0347,0.68,1935.409925,5.79892826,157.57557680000005,13.75858498,13.71700001,119.58100890000001,79.10735321,28.136629100000004,75.6,1.392260424
11.5,1674051.977,2.1105704552996354,576013.094604,568038.523159,77688.5293155,0.00033957282102685355,100913.832634,0.146,0.848,0.0203,0.8170000000000001,18494.53277,9.88073826,2288.643555,24.60934448,9.43200016,113.17333980000001,105.9038925,62.64160919,79.7,1.363966685
,998753.9606,4.395153481039992,222979.574021,332486.829094,135315.41744030002,0.001373232918873604,67107.4262054,0.112,0.68,0.0203,0.625,857.1493219,4.89645052,44.27474976,33.92093658,2.9349999430000002,117.82003780000001,80.58419037,,67.6,0.96690987
6.93,28242879.22,4.7240773707285175,7380045.68761,11974976.1911,2494171.2160380003,0.004154682938833858,2117501.8344900003,0.0515,0.7959999999999999,0.0148,0.701,3017.371792,8.25891399,485.5993347,34.37126541,8.638999939,,,,73.5,1.074370093
0.52,97207.74781,2.4357765773791544,19517.0988939,23020.2277519,11476.52294218,0.00031464929006038203,4183.34959868,0.115,,,0.386,716.126077,3.97685766,46.11334229,36.94394684,10.80200005,40.16493988,,1.260360003,61.0,0.68329676
,8793.525556,4.288896499642014,1784.75041333,3098.78807234,1513.118971065,0.0011568975796969405,600.465051013,0.0794,,,0.706,4281.554942,4.97772503,256.73413089999997,40.02454758,,91.47368622,103.2311478,,74.1,0.525840658
0.32,116383.501,2.308910919302246,30538.934848,34828.330298,15766.879958729998,0.00044581669958756884,6379.87583421,,,,0.48200000000000004,2072.407415,3.07555771,82.28987885,20.54255676,10.58399963,70.13204193,46.76042175,,66.3,0.9196611140000001
6.74,8549942.058,2.4065062628081795,2288941.849,2358815.7125,618660.47015,0.000274815888644894,393090.776418,0.133,0.66,0.0182,0.718,3177.868265,3.6193974,152.48556519999997,15.90248966,0.93599999,99.17333221,80.81868744,49.40269852,76.8,2.106910295
1.73,425365.4587,5.215736257282787,87091.6278888,103718.860876,54028.557859500004,0.00027512885867318537,16711.676306600002,0.0241,0.35700000000000004,0.325,,257.8430629,,,,5.407999992000001,,,1.6319700480000001,53.4,0.9356278159999999
2.61,620636.1843,5.367679835711979,125202.8458,156541.192955,69228.95668599999,0.0020421176348018434,40776.5420025,0.171,0.594,0.00823,0.5589999999999999,913.8822997,5.92998314,67.19782257,52.52028275,4.0,,,,70.7,0.778836717
7.18,25855047.81,4.51966349928901,6790657.07495,10610707.1727,2362381.071798,0.0028402894520075865,1954917.07585,0.0475,0.785,0.0195,0.691,2883.797685,8.5499382,270.1898193,37.80702972,9.609999657000001,150.785553,,18.15427971,71.8,1.050892655
3.35,347880.6621,0.4443936311535456,67706.98951490001,123605.64933,62238.31402100001,0.0009642546025799847,25295.4770018,0.0645,0.7859999999999999,0.00953,0.728,3741.528065,5.61143064,276.5376892,30.17660332,10.32999992,,93.57669067,23.547420499999998,75.6,0.468921895
2.55,533354.2985,5.506849447504528,101037.759496,129601.494036,59070.29678759999,0.001639315521163007,33425.9229004,0.134,0.594,,0.529,814.4903303,,,,3.24000001,105.74095919999999,,9.725330353,69.2,0.706359837
7.14,2627725.724,1.6620947099324268,687303.906163,649764.136799,353511.539366,0.0006419478942369003,114747.360235,,0.397,0.0324,0.537,1108.073495,2.39574957,122.185585,17.61917686,7.379000187000001,,,,61.3,0.8126648740000001
4.89,8094662.097,8.26531699396246,1732620.4598,2206894.87108,617680.21485,0.001880680098249532,610374.967279,,0.443,0.00433,0.652,1722.838846,,,,,112.2526321,56.10926056,15.42488003,71.4,0.660088669
,440780.3602,2.0224633069844,97306.3473414,125918.795887,27082.38637152,0.001456497049800772,26825.396508,,0.6990000000000001,0.00934,0.765,4526.93197,9.22786236,460.8853455,28.68273163,25.40800095,,,,76.5,0.858651367
0.8,7998426.047,2.2888095005356766,1704954.30359,2011160.5183,1033696.062578,0.00013397191542214332,318129.958223,0.0783,0.434,0.0728,,105.2623457,,,,3.5520000460000003,50.21012115,,0.8558400270000001,50.6,0.608992712
,5414508.385,2.2061153284987385,1145090.9836,1376557.25187,677208.088441,0.0004706660623061964,226330.020952,0.138,0.62,0.00909,0.48700000000000004,604.5309421,5.22392225,37.53247833,31.89402771,2.9860000610000004,102.8416672,31.64974976,2.14805007,60.9,0.535544295
3.89,1868807.471,2.9075519847195705,385837.597834,385644.974816,234130.50008329996,0.0006142426161848322,76469.6054605,0.0609,0.574,0.0132,0.439,616.4856599,,,,7.5850000379999996,85.20452118,27.57543945,4.64523983,54.8,0.779336721
6.13,87933.61949,1.5572855643873411,24209.817652200003,27875.3979092,7664.25793654,0.000627005505467279,4947.22453463,0.112,0.154,0.0507,0.7809999999999999,8868.190282,,,,1.2469999790000001,107.7346115,97.35269928,,71.4,1.624131905
,725133.5743,2.695606605770336,164766.37708099998,177906.753259,78338.6592404,0.004638792280945615,47343.48163,,0.343,0.024,,..,,,,1.7999999519999998,112.5403976,91.94464874,25.23917007,64.6,0.321373427
,502983.9613,9.999067205511473,156049.936754,120193.782829,35919.0985191,0.021275185585415968,29233.844629000014,0.118,0.551,0.00483,0.667,883.9651088,8.78570271,100.10816190000001,46.45158386,7.380000113999999,96.65267181,89.32212067,39.40245056,68.9,1.797287412
11.41,79918.18116000001,3.028100526033781,21618.9585965,28604.0946098,4212.03377827,0.05713262911867504,5212.44060804,,,0.004220000000000001,0.895,61116.20869,5.43687868,6547.034668,11.10842419,5.852000237,97.52304840000001,102.7083893,,81.4,1.600463825
0.21,1252904.288,1.8649635930734867,237105.328702,240970.776519,143692.17732390002,0.00025206849202069186,47737.1064551,0.0441,0.555,,0.4,381.6784557,3.26221275,23.32725334,71.02318573,4.198999882,82.77784729,33.88420868,9.435660362,56.7,0.5168238310000001
11.52,1212047.759,4.043012190158712,339819.644574,366890.531064,77728.26853100001,0.0019105725040892405,74297.2533756,0.103,0.763,0.0113,0.823,10635.13369,7.2392807,943.6876831000001,26.26888084,10.02999973,101.0737686,96.24977112,64.60788727,74.2,1.9373321630000002
7.92,2682342.736,2.893576062744002,709444.125909,1071360.67134,244185.3319507,0.00028526736209280134,138143.984687,,0.8140000000000001,0.0196,0.8340000000000001,11439.59199,7.80729866,1145.408569,34.26873016,6.6649999620000004,100.94145970000001,100.6820908,82.84638214,79.6,1.94099251
8.31,179986.7908,2.2787166864786896,49240.1802732,44176.2161687,21653.6367936,0.0015417424567800635,8322.98298399,0.0513,0.569,,0.645,3675.793698,2.794451,285.3922424,51.96376038,18.34799957,,,,61.2,1.034875568
1.88,3161224.604,2.215525191254485,740125.49863,768298.023435,431256.26987899997,0.0009468486567858851,161964.18681400002,,0.757,0.006790000000000001,0.5770000000000001,970.368878,4.10044813,80.73294067,45.05064011,6.52699995,104.58744809999999,64.06381989,15.4023304,64.0,0.87362296
0.6,2656069.316,3.4496362602951405,522240.42822,599396.860877,295928.551994,0.00021871883200924732,95039.9269887,0.182,0.557,0.00946,0.354,273.8024393,4.92094421,18.23710632,12.31847477,3.012000084,100.37162020000001,13.44468975,1.441930056,50.6,0.621534656
0.33,114799.1448,2.288517461944213,29449.824263700004,33741.640687700004,15381.659606530002,0.00042748924299835877,6186.38547724,,,,0.475,1402.373628,2.96522927,73.12316895,22.65952682,10.64400005,70.98679352,46.17198181,,65.8,0.892785415
,13481.53255,2.668920733337397,3114.24161175,4999.62503625,2356.164123828,0.0005413261791089842,995.836978662,0.0821,,,0.743,..,5.41881227,393.3341065,56.57120895,,116.5287781,116.7275696,,74.1,0.64386993
0.0,433356.8809,1.4313033114304299,75888.1991126,90951.3366038,53862.57743590001,0.0004358260057144269,18998.6933114,,0.662,0.0272,0.503,1232.405302,3.40726185,48.08863068,55.42799759,9.864999771,98.89454651,27.26383018,5.13161993,69.0,0.69292314
2.28,837292.4671,0.7961540606601379,164855.472277,248124.546605,30526.591018,0.0008426422179384965,49274.7327032,0.0893,0.108,0.0328,0.8190000000000001,33302.22895,2.56569624,1072.705322,28.87625122,2.08100009,101.58982850000001,,,72.6,2.6992198039999997
7.98,14799701.77,0.373971066163396,4253696.648519998,4312688.88104,572641.826319,0.04846465037191063,903177.59602,0.17600000000000002,0.792,0.00932,0.873,27558.98133,7.78066874,2883.300049,15.67343521,4.400000095,,,,82.3,3.1146549639999996
0.06,5337247.096,0.4744315422158419,1073591.27593,1565554.60533,455968.77304899995,0.00016655562438711485,228533.971196,,0.426,,0.47700000000000004,1278.131125,6.96487522,127.16286470000001,74.83428955,17.49900055,72.01493835,43.60937119,17.67452049,68.7,0.700664355
2.69,821888.4177,5.398312177358258,190516.482413,226396.011282,91502.4606613,0.002698464295012458,59895.8755926,,0.562,0.016,0.603,1824.439164,8.47723007,178.2416534,49.25833511,4.096000195,93.85205078,61.58757019,19.64451981,72.1,0.7032399140000001
1.99,239679.3599,3.744072736576076,50758.7726417,60484.2648586,29803.10906755,0.0013547260843970528,10467.4318971,0.111,0.721,0.0262,0.54,1972.917766,9.89039803,179.5495911,7.54916906,21.28100014,115.9949722,63.20001984,5.864089966,53.1,1.2021908909999999
4.39,8363227.8160000015,1.8421432533129445,1796027.03524,2394035.7823400004,548123.5757180001,0.00011003312153024393,387816.911057,0.0594,0.7659999999999999,0.0147,0.639,1081.609123,2.7333045,27.33049011,47.76663971,3.6319999689999998,108.0192337,79.1892395,30.17904091,69.1,0.658241129
,4283465.121,2.18326473151687,1273643.81273,1514376.2142299996,329003.98280129995,0.012382315455809784,217342.22428,0.155,0.802,0.0114,0.872,17924.48739,8.65530014,2063.92749,15.92599487,7.218999863,,,,79.5,1.92621617
,1116147.166,3.2375134377480004,297640.24840700004,339083.835863,83093.12039439999,0.0013511093123582685,70301.7953894,0.135,0.7070000000000001,0.0403,0.716,..,6.86536217,112.2206192,28.48382378,12.80000019,102.52085109999999,89.75031281,37.76187897,72.4,2.0231248230000003
8.91,1713158.09,0.19777468593148395,531750.2772270001,641352.48132,85105.9939416,0.0117976701622229,109530.971493,0.119,0.8270000000000001,0.0249,0.825,10951.76591,8.44915676,1566.40979,37.89956284,9.411999702000001,97.95394897,95.55149841,70.00507355,79.1,0.41233470899999997
9.74,4441856.122,8.557872866678936,1006728.7036,1403147.30792,330344.30165399995,0.008521867735385118,293751.022581,0.0988,0.802,0.0192,0.813,5523.860232,5.800722599999999,524.0974731000001,27.31521225,13.840999599999998,94.56269073,98.65074921,65.36472321,75.3,2.1402226000000004
,552307.1334,3.5975378617732354,162995.681599,166904.00813,38774.7246469,0.0005978788805757331,35043.5993177,0.129,0.495,0.066,0.731,4358.984781,,,,11.3920002,91.13099670000001,84.03874969,29.36392975,73.8,2.077011545
,572085.4924,3.4366633609573416,168782.55485,170996.848727,41087.1747717,0.0014270313189639705,35950.2191667,,0.485,0.111,0.6809999999999999,..,,,,10.963000300000001,83.92775726,84.28894043,26.0547905,73.4,2.323958274
9.86,1015521.648,2.377460370020717,279412.075083,324523.983048,73840.62759139999,0.0018188078672579289,57263.9909434,,0.725,0.0261,0.69,953.3681191,,,,13.65200043,94.46318054,92.86282349,31.83337021,71.5,1.61940072
5.73,102516.1926,4.986353657658037,28712.277256800004,32777.911187800004,18045.19677521,0.0008919684747303627,6107.02980962,0.1,,0.0143,0.627,1036.480781,5.54291868,129.2283936,34.47132111,10.65400028,97.94065094,83.78015137,12.16329956,67.7,3.557639151
5.49,641494.8783,4.320979411178663,172329.91793,329027.469833,26342.35690368,0.034179580814940706,39359.056581,0.16699999999999998,0.902,0.017,0.9159999999999999,28499.08444,8.02202415,3099.003418,16.9568634,3.737999916,100.8646698,113.8009491,70.2231369,78.8,1.412126732
13.17,641512.4659,2.0923900920197402,194257.55153,240987.532854,39990.8095799,0.0024386524842932395,34885.5677481,0.161,0.857,0.00508,0.899,37302.10874,7.80248547,4858.64502,11.57123661,4.980000018999999,103.3085327,111.23449709999998,58.30199051,79.6,1.8960326140000001
7.61,2238737.1780000003,3.4300014548440827,606299.612175,885200.3438530002,235386.0158874,0.005827220037680974,111250.683288,0.134,0.715,0.0271,0.747,4617.997865,,,,11.15799999,103.76986690000001,81.49079132,35.36761856,76.3,2.595451348
3.56,171766.6642,2.3530915230811225,33240.946931,35052.0529396,21514.66098245,0.0002752465290278003,6798.73132683,0.0344,0.612,,,292.1504203,7.66747808,31.0591526,32.52215576,2.683000088,108.7224274,,,53.2,0.6169716239999999
6.14,108804.665,5.878851201569043,29821.3135155,33038.4435927,17093.86282345,0.0008415126818536421,6281.34014179,,,0.0118,0.6559999999999999,2893.441795,5.23556042,206.0122986,37.24873734,11.89599991,,,,67.8,3.668356034
0.75,5438308.42,1.6622987202267128,978483.947868,1537395.10024,307847.46577199997,0.00014487384043847883,238900.589394,0.00926,0.211,,0.49,230.1482487,2.04593039,9.61486912,82.16391754,0.6980000140000001,97.87497711,46.23881912,10.61394024,62.5,0.6354177329999999
12.58,1174708.043,3.2319032415443694,305991.556379,437054.3722770001,62019.7218633,0.04365346738284672,79201.5308867,0.157,0.848,0.007859999999999999,0.861,30565.74184,9.531132699999999,3882.9819340000004,18.80627632,5.243000031,101.559288,100.3299637,,80.1,1.96719081
2.83,668642.164,5.508682375307784,140019.730877,172417.641128,74843.7610855,0.0022351161873366237,45049.9823805,0.209,0.595,0.00683,0.575,1013.356525,6.85484314,83.47966766,50.05726242,5.989999771,106.26721950000001,,16.0605793,71.4,0.808085783
5.96,2433213.201,2.765897072450765,568312.874432,565586.6946149999,346145.738379,0.0007898072436821628,113072.158389,0.0853,0.597,0.0135,0.47100000000000003,1069.122315,3.75899553,48.31293106,76.04883575,4.110000134,108.13265990000002,,11.15701962,57.7,0.8934562140000001
1.25,1423825.721,2.9197750125186213,272137.528307,354573.449935,176737.09927479996,0.0002689302533886849,56633.521299,0.13,0.62,0.00424,0.363,125.4239912,3.77586961,11.26799107,14.80702782,5.986000061,140.3677368,30.77166939,0.425760001,45.3,0.42863273399999996
12.01,6212104.125,0.8217228320531212,1556821.9569,2021512.86249,513241.375717,0.006029463538663446,407361.637323,0.133,0.8959999999999999,0.0163,0.828,13613.35621,6.76895761,1045.050659,24.85228539,10.34799957,104.02462009999999,111.7833023,59.78372955,79.7,1.006379261
,8318658.35,0.8815140622979094,2168297.85816,1631226.7778,541806.9112600001,0.00012564402018972544,440591.598882,0.0567,0.218,0.0213,0.603,378.3203276,4.65504885,22.37121964,37.14429092,2.25,100.2129593,,10.18511963,72.1,1.298089356
0.21,4741844.646000002,1.8303579168654605,770191.049551,1240748.72667,275840.6487295,8.577212045179631e-05,192146.117642,,0.211,0.0352,0.377,..,,,,0.77700001,111.3607178,23.75757027,5.369050026,56.2,0.578460102
2.06,537848.4359,0.3361330024801673,173512.347657,294803.476024,99158.4996983,0.0010772344136437276,48543.4039148,0.107,0.629,0.0475,,3864.391507,9.288490300000001,418.0903015,54.11543274,8.130999565,,,,75.9,1.137760588
0.03,3673839.871,0.7901893656938699,689212.4448310001,968670.548653,314987.7527895,8.403822104566727e-05,129464.185022,0.0148,0.5760000000000001,0.0234,0.436,..,10.25649548,38.10266113,75.40338898,10.98499966,100.7797318,38.19398117,,58.8,0.589611867
6.15,972197.8576,3.68298804492897,174791.097199,294465.642135,176818.9700383,0.0004118186993670192,52451.9543897,0.203,0.606,,0.426,278.6016358,,,,7.171000004,100.3337479,,,55.4,0.6468104339999999
,1877426.773,8.703303081358957,590696.375656,433811.236905,160836.9871556,0.0037094835097519576,114057.280158,,0.379,0.0111,0.8059999999999999,9409.358994,3.04051089,319.0499268000001,32.09503555,4.929999828,111.64008329999999,110.3012695,46.37350845,71.7,3.132290764
11.86,6723273.301,0.7774463013391837,1661025.70659,2238359.00484,546431.55102,0.005504014171717343,447145.814671,0.155,0.8959999999999999,0.0137,0.848,21336.21789,7.82912683,2242.178223,21.02454376,8.451999664,103.72332,117.3375473,68.53449249,80.9,0.9932211409999999
0.5,4248521.409,0.4130593395941773,1311382.71932,1285287.69163,341387.270915,0.00022601420487491957,197010.279365,0.0441,0.449,0.0395,0.499,1155.026538,,,,13.87899971,76.56520081,38.07431029999999,,68.2,1.108666194
,1782146.887,12.008055808816824,555799.861947,409189.424538,154526.23310450002,0.003969443495178704,108982.535094,0.113,0.365,0.011,0.762,4350.032803,3.49913764,251.49954219999998,22.9131546,6.5500001910000005,108.32630159999998,,,68.2,3.513846542
,43446520.05,2.557870533627072,13279088.0391,19277720.1761,2992817.415013,0.011579348951253248,1789186.2244099998,0.17800000000000002,0.8009999999999999,0.0312,0.884,29596.31234,13.219192499999998,4914.94043,14.74088287,4.730999947,101.3261337,95.15113068,68.09729004,76.9,1.473834136
0.13,2435396.32,1.4537314306803504,435463.413232,493628.253667,323716.167149,0.00013253246091389772,94771.8255644,,0.68,0.0221,0.365,477.0337821,6.16463852,22.55697441,58.51040649,0.504999995,73.43232727,23.12496948,3.506419897,61.9,0.420731983
0.67,1362483.815,1.76453122170142,281355.549904,271418.383543,173437.6679286,0.0001783875862580544,52171.8563013,0.0327,0.588,0.0796,0.366,464.8412875,4.44166899,35.68569183,65.01296997,1.470999956,81.97505951,22.99271965,2.00883007,55.8,0.433251902
1.94,1860728.82,2.2139489234916505,459683.352989,423777.664712,230088.35592070004,0.0003959803114606143,75398.2479873,0.0606,0.391,0.0452,0.40399999999999997,55.55169733,4.48351622,28.91812134,45.09108734,3.835000038,,13.85371971,,52.4,0.589626041
