Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Australia,AUS,8207.049499,9727.734446,10271.04222,9377.896513,10068.4595,9122.05304,9056.954372,9252.515248,11447.2706,14142.46404,14129.78624,14614.02964,14439.03096,13921.18061,14378.07392,16043.8765,17314.37324,18604.75083,16982.1765,16353.98061,17053.45338,15432.98904,15966.47072,18701.8125,24129.21392,26330.93655,27633.44259,30910.81851,37434.37457,33071.57992,40009.66904,47825.99289,52858.37555,53239.17306,48104.18296,44138.53671,38730.38596,41849.22499,43345.8711,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Austria,AUT,9183.866109,7873.049438,7903.674828,8045.040731,7576.539685,7745.58322,11022.67277,13796.84188,14886.88846,14802.58343,18412.91977,18912.8793,21002.64122,20254.801,21553.26349,25393.73683,25034.70217,22290.41994,22794.27213,22352.30848,20343.65612,20128.50553,21823.04094,26670.99804,30565.74184,31857.48637,33974.79742,39121.08434,43479.99655,39508.73273,38999.70374,42579.37918,39994.17236,41696.65786,42429.83484,35813.10112,37144.08808,38586.6923,42094.99701,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,449.2788389,406.8699478,361.554368,435.5178299,551.0654449,651.5630829,739.6469408,942.1748399,1356.518229,2043.425851,3145.385075,3310.384229,3836.05157,4641.900336,5146.880472,5696.916953,5987.526544,4423.663424,2996.270251,3168.809157,3298.410735,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Bahamas, The",BHS,5458.048843,5599.237857,6211.503201,6683.326193,7734.409372,8680.70246,9066.775552,9840.716819,10116.5071,11020.35505,11005.39369,10636.23192,10757.37175,10299.98793,10582.46711,13133.87139,14935.10133,20316.16399,21582.33467,24123.37664,24870.78984,25081.77689,26433.54113,25978.06291,26001.56522,27751.33587,27937.18937,28694.86969,28294.06457,26118.50309,25824.37798,25501.23098,27292.03471,26718.33861,26132.90804,26376.41748,26074.65956,25767.16925,24321.49534,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bahrain,BHR,6113.891502,7463.380641,7786.928107,7811.033316,7706.536167,5655.260188,4784.357407,5187.692778,5753.598839,5847.926902,7420.532245,8119.715903,7827.392626,7946.12398,8282.789913,8868.190282,9094.047368,8861.633668,8526.848474,8567.066607,11424.11194,10620.75502,10666.39214,11830.83157,13316.53652,15434.47971,16650.97482,18344.98356,19725.70484,15286.53765,16636.82643,16790.92077,19925.23206,20612.51663,20609.79193,19047.89775,19365.26055,20219.73825,20094.28437,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bangladesh,BGD,208.4919952,231.140913,205.5569309,193.2266849,202.5359224,230.0389175,219.2771518,239.2440393,254.4416413,268.7195677,287.0176118,275.1208783,276.048448,283.6439681,283.8674855,311.9248418,371.9921571,379.6470466,385.4462226,388.1163736,396.8364319,392.650652,394.4442042,426.3484183,455.9262851,479.1977761,488.8514195,539.881589,622.9445382,690.1348799,769.2428752,844.1624902,870.0763921,965.5534003,1085.051838,1210.473269,1352.694813,1487.303897,1618.959962,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Barbados,BRB,..,..,..,..,..,..,5381.046542,5889.885186,6255.968741,6965.286196,6866.452418,6907.502574,6723.958887,7032.57403,7288.53082,7352.825369,7779.57337,8217.484125,9263.540415,9585.364392,9860.089068,9770.415825,9868.596368,10098.17601,10790.03409,11823.18754,12802.05021,14318.32695,14393.51915,13609.10748,13987.6331,13629.92325,13852.8292,14109.50409,14145.33367,14138.20907,14474.62879,14905.72895,15199.61333,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,1439.901683,1379.473882,1263.276758,1173.287593,1243.95876,1184.211919,1293.939324,1029.427343,1089.143183,1067.110396,1271.679963,1570.328051,2042.288001,2683.553547,3291.864296,4021.9924,5406.46116,4522.642884,5034.319209,5403.144495,5739.0854,6477.849974,6822.365925,4826.271678,4066.919526,4685.516512,5153.212101,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Belgium,BEL,10887.99675,8915.091462,7803.28696,7386.130933,7122.159595,7405.354311,10349.30599,12944.76274,14095.62734,14176.1553,17695.26291,18093.55853,20054.32213,19265.77861,21128.18011,24609.41601,23720.53694,21434.12634,21836.05056,21652.86969,19805.46824,19527.99258,21086.2631,25824.78713,29722.84301,30803.56381,32307.85511,36933.72274,40253.60144,36728.19538,36309.07335,38241.78423,36970.20525,38775.64928,39500.84333,33795.34984,34526.60176,36529.15715,38859.97107,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Belize,BLZ,1283.824093,1235.075964,1085.498874,1109.208915,1196.506419,1139.443626,1238.376285,1470.447658,1636.640345,1834.9955,2019.602652,2129.742956,2427.568443,2568.216463,2612.818979,2733.822469,2738.995958,2711.966609,2723.34448,2727.897216,2665.444378,2644.545582,2754.755276,2786.388266,2825.01328,2907.615094,3007.934177,2942.582819,2940.975075,3097.68822,2973.723384,3146.67867,3262.727129,3385.283668,3495.065105,3787.661081,3787.95229,3703.768435,3612.149562,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Benin,BEN,352.8062295,316.5450963,296.5944971,244.8403286,222.5089257,217.9873488,274.1158462,308.8182513,313.3485371,275.2964864,348.9442686,343.0000146,270.9390454,355.6070072,233.0666947,304.6939902,316.7018559,298.2612585,315.5450379,462.4390729,431.5779765,438.1629452,485.6052641,602.8377636,680.1767169,704.1214647,726.8605991,816.951898,949.9785886,911.2698579,869.9128507,950.446475,961.4760212,1051.928628,1081.844638,884.5508915,881.3857651,923.1876142,1007.972679,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bhutan,BTN,229.445943,236.6119553,218.8273783,233.6072226,263.7125162,266.3318849,301.2822784,389.015702,441.5205236,443.2049102,473.377836,376.3457162,363.4850785,349.4991554,421.3229516,438.3777867,459.0002218,542.4694696,504.14045,530.3902627,648.118832,694.6657268,760.1039669,851.980535,947.156333,1101.535031,1199.26584,1550.225285,1587.696115,1561.072813,1880.50153,2127.054833,2081.529168,2059.466488,2206.717776,2267.83286,2369.881499,2677.093492,2640.837765,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bolivia,BOL,633.7048527,839.1984298,775.0761638,742.7562181,845.2141099,727.1386315,523.7727152,564.172833,583.6267957,581.5087603,591.0428284,657.5117383,688.0269786,685.7553536,705.038259,776.8340301,838.8994353,884.0139535,941.780611,883.68269,857.1493219,820.2733956,777.7223575,759.5986991,783.3189579,808.7634407,924.0198694,1038.190412,1345.242528,1415.498447,1543.198446,1783.396668,1946.602062,2151.594446,2312.067207,2412.019132,2494.196037,2616.658486,2735.045914,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250.9220702,394.9255374,658.4981943,883.2570482,1269.692618,1385.495964,1541.999508,1580.418637,1790.510473,2204.327048,2720.074675,2855.931424,3214.1165,3831.191555,4713.478112,4336.354614,4124.341879,4430.361724,4093.110377,4441.659407,4526.93197,4005.352859,4226.052308,4573.647882,5176.748361,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Botswana,BWA,958.5695764,1033.454736,933.0447534,977.8877563,948.4796963,829.7815352,1008.305099,1297.174549,1706.857544,1915.598854,2488.427024,2625.868587,2710.168822,2771.39899,2404.428785,2729.968012,2605.737534,2749.588516,2746.101813,2861.211656,2898.734306,2857.680429,2414.224772,3097.482424,3523.952178,4002.010337,3860.702383,4059.603841,3990.267173,3638.657948,4603.549694,5860.431153,5374.329913,5295.804313,5858.652203,5155.893362,5166.098377,5716.927043,5852.257138,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Brazil,BRA,1646.274047,1788.478778,1844.162522,1267.023779,1275.869513,1328.088922,1593.359142,1730.287466,1908.332529,2693.953135,2616.393373,3404.125515,2235.384583,2388.346671,2945.166594,4133.210344,4443.584509,4511.52155,4283.989068,2883.797685,3154.522704,2646.125089,2357.838581,2566.031255,3017.371792,3969.224735,4891.541638,6100.648232,7270.874815,7274.15418,9343.418936,10986.50316,10301.75391,10407.0929,10193.57083,7486.550126,7396.633878,8417.924909,7483.434669,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,9017.904178,9549.878974,10933.07224,12035.72114,11429.46206,11123.06218,12446.177,12942.34412,12969.73122,10336.98199,10913.0124,12515.06624,12120.41595,12957.74043,13937.3503,15788.05414,17815.63536,20767.97269,24082.23706,27620.0762,21484.78673,26446.09448,31823.12269,33576.21363,33632.64999,32026.41023,25944.81846,24166.36301,24625.52693,24019.61004,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bulgaria,BGR,1877.240079,1885.410998,1832.467798,1574.673571,1674.856708,1628.871892,1924.233729,2654.786991,2083.477834,2026.713108,1833.045341,953.3681191,1027.805143,1077.648697,997.3893537,2057.379032,1315.2238,1225.555678,1596.752741,1435.060481,1366.346846,1541.619357,1852.251761,2365.014241,2931.549237,3324.342697,3713.186549,4591.599108,5939.962329,5722.572546,5551.926542,6339.827354,6178.990136,6365.810902,6583.431023,5767.008196,6202.056787,6913.486685,8148.288328,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Burkina Faso,BFA,263.9811714,235.6849504,224.7535429,198.8224561,175.9002449,183.6482649,233.4030735,262.9477352,281.6541227,273.238742,314.0500541,309.1472261,211.30823,214.7733539,164.6930572,199.4630747,214.0132941,196.1895259,219.2198483,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,482.6180599,481.7621307,527.7624023,605.1203418,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Burundi,BDI,172.2727764,178.8370625,173.3964144,188.9644861,165.5103199,188.8360634,185.3491908,165.1184677,152.5110189,152.7934909,147.3076871,151.5525038,134.7106497,114.0707024,106.0517228,101.1592786,79.54502801,95.75832092,83.6130082,88.54529946,97.35955595,86.94579444,72.94940315,48.32623658,65.96644652,85.09389273,102.4003637,91.8018775,104.9935376,117.3496144,146.8309518,153.8649096,175.3578145,180.3641925,191.4151742,216.1011272,196.7377741,207.3032837,205.6004814,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cabo Verde,CPV,408.6624184,410.3116358,389.534695,369.5694406,346.6897518,357.3509097,503.0450603,619.0831442,683.8026141,689.7974023,758.6613954,769.4494909,841.1808581,1130.901872,923.0253577,1038.018084,1061.105728,995.3478854,1046.765875,1180.473416,1037.435021,1080.257948,1148.471242,1486.812532,1662.132906,1654.083755,1830.218505,2541.137978,2918.152913,2733.288455,2582.778197,2884.440591,2624.327155,2772.11958,2690.538942,2304.379726,2386.690233,2527.982409,2827.993062,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,286.9162254,280.408611,273.5346624,239.6187783,266.1983943,270.088175,286.7812446,298.9874965,319.1326957,356.8360742,415.2434872,468.6131362,547.6509496,638.9559429,621.2598081,658.3056105,739.4836537,795.5369864,860.6192096,903.2207363,948.6102663,1016.587074,1099.543236,1185.67785,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cameroon,CMR,552.0126314,683.9119017,685.7389383,671.0161166,675.875274,675.419589,935.3429,1005.46683,1013.09843,820.717185,754.8805257,839.3918387,747.7987147,1022.456564,670.1966953,588.6805671,616.4256912,619.2069705,616.4856599,627.6299005,507.7223008,525.2799561,578.4859387,731.661391,850.9051672,830.3211953,861.2365456,952.2889534,1069.122315,1085.861224,1033.682956,1117.267305,1067.490257,1160.031572,1245.239357,1080.862493,1110.21537,1142.540199,1212.501517,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Canada,CAN,8757.046269,9763.694011,9871.591473,10711.45691,11101.82538,11340.56371,11699.3711,13247.64633,15347.45713,16731.97634,17195.56976,17586.91894,16735.31411,16171.48569,16021.12294,16630.8615,17030.67288,17602.27345,16843.19067,17924.48739,19531.83589,19045.08414,19641.02533,22951.81406,26083.43682,29546.50031,33091.63952,36480.6108,37759.14543,32922.04597,38584.91897,42476.63692,42856.45946,42898.55527,41435.36246,35215.36584,34217.18717,36907.61301,37653.28136,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Central African Republic,CAF,311.7439354,271.8998827,280.5965388,237.1563957,226.5742693,306.1051066,386.0786866,397.039695,412.7147283,399.1407017,459.2616236,430.227969,429.3649632,376.5616153,245.6098983,315.9038548,273.4555246,251.425347,254.0122453,259.3743735,230.5157772,231.3098126,240.561596,272.1441322,295.7017549,306.8906328,328.0330955,373.3570655,422.6169375,428.7903579,437.5653337,486.1531185,494.0239183,305.7433427,345.4149649,314.6342029,338.6323967,397.7635318,435.5553291,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Chad,TCD,208.8497868,170.5206411,160.4251915,159.0405548,172.5937988,190.8208343,191.120584,202.0027373,250.2327805,235.2828898,275.6133131,291.3956714,283.9729617,206.6722128,164.2257504,194.5195361,207.4235952,191.5789122,210.5531057,178.6374106,152.248091,181.1170859,191.5228329,205.9221707,228.7535536,353.8646482,383.4561553,464.8412875,517.2681462,617.79611,683.8948135,729.9101142,728.6412195,749.4416502,772.7139737,621.7780001,554.7784539,494.8874326,522.0405773,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Chile,CHL,2128.660817,2517.539368,1713.084518,1300.58995,1215.433462,997.6206075,1090.00917,1299.371716,1476.430316,1664.039956,1878.155787,2153.251572,2646.771182,2855.379927,3205.829731,4084.098431,4276.731213,4617.997865,4484.472215,3976.892837,4005.917424,3671.221182,3572.816928,3698.91903,4493.599734,5449.150893,6022.043932,6812.975184,7445.892751,7409.294029,9160.486093,10595.79821,11439.59199,11878.4741,11187.6353,10617.59198,10769.69082,11366.44363,11844.56178,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,China,CHN,154.175889,155.6029861,165.1947988,188.3735431,213.1405115,251.1059605,245.3877831,217.4464159,248.2373816,269.1356936,271.3056277,290.3541134,322.4157767,328.6080176,412.0187984,518.538702,601.1175279,661.4138162,695.7330264,729.5297319,791.7176555,866.2516297,949.815153,1060.448836,1213.132883,1388.437113,1642.555382,2074.920654,2579.137944,2910.973447,3362.863238,4002.010954,4591.284623,5139.663616,5716.809365,6055.255658,6138.718128,6648.528529,7709.671559,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Colombia,COL,1091.610787,1157.17436,1203.410448,1146.747394,1098.43494,969.462015,958.7268227,948.2408757,1027.180651,977.4466743,1163.104422,1210.31974,1432.50661,1625.74022,1987.670722,2186.147582,2203.31182,2375.940091,2167.490261,1802.937854,2016.465562,1983.818239,1935.409925,1810.028563,2183.339505,2686.026737,2901.512556,3676.018971,4180.298896,4103.00073,4946.755702,5568.647109,6195.593627,6357.658273,6330.932507,4970.112043,4749.652249,5045.142614,5132.978331,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Comoros,COM,642.4134614,575.3308245,523.8485445,527.3654801,494.8040219,507.37943,700.8405821,827.2808096,845.822738,796.3134716,965.0711322,926.7831621,976.9164217,934.8344343,638.2844636,765.1149997,738.4183874,660.710106,651.9359893,659.204005,591.741049,624.2446763,680.3155366,852.6411558,966.6097479,978.644789,1021.44354,1131.27839,1263.745586,1222.372256,1197.133252,1311.139659,1264.430371,1357.317061,1363.562135,1118.976881,1146.998722,1194.25241,1287.840306,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.9999596,104.1054223,111.4730826,116.4657327,116.5140158,83.56760585,357.1008463,130.6480712,151.4557413,148.1366014,164.7398289,180.9451904,210.9798375,227.7313954,241.7890205,225.3475789,250.9531904,271.8431177,292.056244,288.4231048,306.3323447,332.7874258,341.9719117,352.1998102,401.9991268,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Congo, Rep.",COG,553.022715,799.5591894,886.6280635,742.8252701,598.3390164,593.0882385,610.8496648,662.983747,495.3296336,391.1070866,388.4654417,520.1658888,555.807929,227.1105442,276.6262127,97.79510534,96.29878523,184.1371575,277.9382654,186.0846667,109.670981,190.5969226,239.0709595,332.3905327,248.2389104,131.5953221,62.29823409,326.5476445,483.8959781,585.3610977,493.956411,351.8259404,513.8430059,831.8835862,1052.751179,1105.654059,1082.24078,759.8649684,578.9440871,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Costa Rica,CRI,1675.693367,796.7102143,702.1098627,960.0327693,1145.407778,1216.929384,1355.720342,1339.208537,1318.473263,1460.128265,1599.099892,2000.551025,2332.988465,2557.657972,2767.488769,2956.085701,2929.314457,3095.524283,3271.491903,3266.325767,3347.396246,3500.09636,3568.850617,3661.66404,3902.298953,4160.293533,4683.152295,5501.093259,6274.425677,6074.482812,7299.728336,8184.826688,8945.056872,9411.445514,9403.885797,10084.8062,10402.68943,10564.46527,10783.83964,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cote d'Ivoire,CIV,1096.215124,847.2962986,728.0790941,605.7921683,601.400084,574.4727638,754.0166677,785.6301825,770.3232049,672.2492479,709.5627345,681.1932922,710.3968098,676.9977304,509.5835443,662.4079443,721.0314672,689.0235797,735.1291479,696.4736753,555.6392284,556.7151657,593.8131591,703.2920918,775.0023566,828.6828391,824.742109,940.647005,1091.773898,1094.582492,1093.109597,1064.903916,1115.420465,1271.353479,1445.912607,1861.682937,1902.841719,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4065.72742,4358.984781,4427.953878,4725.696023,4265.535028,3976.206651,4307.623796,5090.627819,6434.877204,7814.337062,8677.230244,9587.533459,11488.17084,13241.93332,11573.18118,11092.45194,11664.91689,10645.47608,11212.5963,11204.37842,10009.80412,10173.62796,11284.94809,12588.01224,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cuba,CUB,1776.621658,1782.917166,1845.154996,1944.626163,2092.726717,1965.091416,2062.596322,2123.774275,2289.740547,2234.726586,2345.003575,1987.641542,1808.593409,1832.156011,2315.933586,2424.406941,1973.547941,1991.967893,2019.886318,2204.052051,2342.287011,2439.299129,2582.991041,2756.581078,2908.208379,3249.255975,4025.032448,4342.66462,4569.264168,4676.68762,4820.535159,5177.113494,5500.680413,5820.591153,6080.921,6625.862158,6928.870381,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Cyprus,CYP,3738.263917,3522.794527,3596.443868,3526.68113,3675.05444,3862.731795,4791.877285,5690.998656,6504.760261,6860.851027,8234.977443,8285.164419,9659.716206,8995.385465,9920.796412,12344.16553,12243.20487,11427.63369,13481.23504,12429.51639,11359.15178,11981.18978,13328.39982,17068.42311,19696.56942,20796.30728,22245.88201,25815.74632,30858.81974,28317.28079,26880.73529,29341.80845,25153.29732,23796.79817,22744.4646,20028.36278,20331.4779,22234.69469,26327.56224,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,3111.13573,3644.015171,4519.682067,5061.128075,4598.999858,4943.4294,4772.58882,4525.078052,4941.181759,5989.336127,7322.504754,8672.484086,9986.380847,11192.28788,13512.47665,16552.84576,14094.46419,14052.78378,15359.34055,14203.03807,14308.23296,14104.35462,12778.6986,13395.38347,14972.11269,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Denmark,DNK,11625.42726,9901.04909,9631.664627,9692.463244,9431.305091,9985.750037,14187.01591,17587.54046,18363.80913,17637.74747,21551.49548,21535.62115,23729.79478,22180.10739,24293.85368,28806.55237,29026.07581,26711.46013,27337.28089,27399.41536,24678.1563,24863.42837,26837.65562,32687.04088,38021.22172,40240.30694,43187.47243,47956.36876,52192.93129,47565.08749,48020.20807,51290.35265,48737.90339,51904.38867,53743.43231,45799.35156,46831.60592,48741.85592,52641.13452,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,718.7708318,734.8882461,718.9909572,743.1424304,735.9154997,714.0410028,700.321173,687.0542463,702.1618017,709.8373097,716.126077,728.2731819,758.1545194,800.2851801,836.685359,893.6442501,968.6804699,1120.134314,1144.846693,1199.364357,1279.596977,1402.373628,2072.407415,2231.372975,2435.539514,2554.4509,2614.568535,2785.076867,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Dominica,DMA,948.2317227,1071.353411,1167.769576,1286.3039,1412.205339,1558.017699,1784.538639,2031.84297,2325.755782,2494.814097,2713.055489,2911.744648,3114.182994,3274.88565,3456.449492,3567.045698,3737.455653,3914.619109,4229.387571,4235.476328,4073.054182,4312.145315,4163.487771,4281.554942,4480.721668,4446.2204,4933.80007,5209.712521,5643.391763,5867.190558,5904.577351,5737.996178,5429.575443,5568.703588,5811.852185,5720.139293,6211.813602,5276.417282,5567.533564,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Dominican Republic,DOM,1048.744591,1115.459727,1210.101013,1275.555661,1493.823422,694.7794841,849.5950928,781.5408279,692.7420679,860.89081,900.4624648,1222.844367,1415.693884,1562.513452,1740.608691,1921.698908,2103.859529,2285.403788,2451.375058,2447.473876,2630.434357,2743.795181,2871.659423,2139.113949,2162.018662,3538.236263,3686.638051,4157.375291,4663.700699,4651.705543,5111.796926,5408.592838,5580.437706,5592.144755,5929.187034,6281.191655,6560.187543,6803.618013,7197.232413,..,..
